input_sentiment	prefix	generated_tweet
negative	joan baez diamonds rust johnathan	joan baez diamonds rust johnathan davis  joan baez diamonds rust johnathan davis  joan baez diamonds rust johnathan davis  joan baez diamonds rust johnathan davis
negative	maggie choir concert senior	maggie choir concert senior  maggie choir concert senior  maggie choir concert senior  maggie choir concert senior  maggie choir concert senior  maggie choir concert senior
negative	mahhriahh hear yet	"mahhriahh hear yet?  I'm not sure if you're aware of this, but I'm going to be doing a series of posts on the topic of the ""mahhriahh"" in the"
negative	another productive day vehicles	another productive day vehicles  I have a 2004 Ford Escape with a 4.5L V8 and a 6 speed manual transmission. I have been using it for about a month now and have been able to get it
negative	dannyjclayton hahah seriosly talk	"dannyjclayton hahah seriosly talk about this. I'm not sure if you're aware of this, but the reason why the ""dont"" is there is because it's a bit of a misnomer. It's not"
positive	gfalcone p hope feel better	gfalcone p hope feel better  gfalcone p hope feel better  gfalcone p hope feel better  gfalcone p hope feel better  gfalcone p hope feel better  gfal
negative	wardistics love	wardistics love it  I bought this for my son and he loves it. He is 5 and is very picky. He has been eating a lot of chicken and he has been eating a lot of the
negative	bendywalker yeah thank good weekend	bendywalker yeah thank good weekend  bendywalker yeah i'm gonna go get some food  bendywalker yeah i'm gonna go get some food  bendywalker yeah i'm gonna go get
negative	wait week go	wait week go to hell.  i'm not sure if you're aware of this, but i'm going to be going to hell this week.  i'm going to go to hell because i'm
positive	tony medieval dell	tony medieval dellen  tony medieval dellen  tony medieval dellen  tony medieval dellen  tony medieval dellen  tony medieval dell
negative	arcampbell awwwh suck	arcampbell awwwh sucka  I'm not even going to try to explain why I'm not even going to try to explain why I'm not even going to try to explain why I'm not even going to try
negative	freeze chai walk	freeze chai walkthrough  Chai is a tea that is made from the leaves of the chrysanthemum plant. It is a very mild tea that is very easy to make. It is made from
negative	class start tom	"class start tomcat  def start ( self ):  return self.start()  def stop ( self ):  return False  def main ():  """"""  Main program."
positive	hey join twitter	hey join twitter and facebook and join the conversation!  Join us on twitter @The_Curious_Guy and facebook.com/The_Curious_Guy.  Subscribe to our podcast on iTunes
positive	listen ichinuke mamiko noto love	listen ichinuke mamiko noto love  listen ichinuke mamiko noto love  listen ichinuke mamiko noto love  listen ichinuke mamiko not
positive	rambly rambly rambly hangover arrrrrrrrrrrgh	rambly rambly rambly hangover arrrrrrrrrrrghhh!  I'm not sure what to call this. I think it's a combination of the two.  I'm not sure what to call this. I think it's a combination
positive	myspace atleast awhile get	myspace atleast awhile get a good look at this amazing piece of art. It's a beautiful piece of art and I love it. I love the way the light shines through the glass and the way the light reflects off the
positive	irisheyz ahhhh cool	"irisheyz ahhhh cool!  i have a few questions for you.  1. what is the difference between a ""solo"" and a ""team""?  a solo is a team that has a"
negative	zucchinibikini really one person hop	"zucchinibikini really one person hopefull thing to do.  I'm not sure if you've noticed, but I'm not a fan of the term ""hippie."" I'm not a fan of the term """
negative	jonsbahamamama ohhh ok keep	jonsbahamamama ohhh ok keep going. i'm going to go to sleep now. i'm going to sleep now. i'm going to sleep now. i'm going to sleep now. i'm going to sleep now. i
positive	watch marley cry	watch marley cry  Watch marley cry  This video has been viewed more than 100,000 time.  Watch marley cry  Watch marley cry  Watch marley cry
positive	dashift aw miss go friends	dashift aw miss go friends  dashift aw miss go friends  dashift aw miss go friends  dashift aw miss go friends  Dashift aw miss go friends  Dashift aw miss go friends
negative	exams fever may	exams fever may be the most common symptom of the flu. It is a common and serious illness that can be fatal. It is also a serious and serious problem in the United States. It is a serious and serious
negative	wish could go	wish could go back to the old days of the old days of the old days of the old days of the old days of the old days of the old days of the old days of the old days of the old
positive	three weeks without	three weeks without a job  I'm a single mother of two young children. I have a full time job and a part time job. I have a full time job, but I have to work two jobs
positive	kathywithak aw wish	kathywithak aw wish i could have a little more time to play with this game. i love the art style and the music is amazing. i love the story and i love the characters. i love the music and i
negative	watch tv hang	watch tv hangman  Watch tv hangman is a simple and easy to use watch tv hangman application.   Watch tv hangman is a simple and easy to use watch tv hangman application.
positive	icepartyscott hope news tell	icepartyscott hope news tell us that the next generation of ice cream will be made with a more natural, less processed, and more delicious taste.  We are excited to announce that we are now offering our ice cream in
positive	brent buy bag	brent buy bag  brent buy bag  brent buy bag  brent buy bag  brent buy bag  brent buy bag  brent buy bag  brent
positive	rmam look even	rmam look even better than i thought it was.  i love it!  i love it!  i love it!  i love it!  i love it!  i
positive	wait till school	wait till school starts, then you can't use it.  I have a Samsung Galaxy S6 and I have to use it every day. I have to use it every day. I have to use it
positive	wish could sleep goodness	wish could sleep goodness  wish could sleep goodness  wish could sleep goodness  wish could sleep goodness  wish could sleep goodness  wish could sleep goodness  wish could
negative	back work	back work on the project.  I have been working on a project for a while now. It is a simple game that is a mix between a roguelike and a puzzle game. The game is
negative	sextatious michbias hear	sextatious michbias hearthmate  Join Date: Jan 2004 Location: New York Posts: 1,869  Quote: Originally Posted by jb Originally Posted by I'm not sure if you're right or
positive	djkus around great	djkus around great. i love it.  djkus around great. i love it.  djkus around great. i love it.  djkus around great. i love it.
positive	samantot divine come visit katip	samantot divine come visit katipuram  samantot divine come visit katipuram  samantot divine come visit katipuram  samantot divine come visit katipur
